Column1,Chinese,English
1328,鱼香丝瓜煲,Yu-Shiang Sponge Gourd in Casserole (Sautéed with Spicy Garlic Sauce)
1329,玉笋炒酸菜,Sautéed Pickled Cabbage with Bamboo Shoots
1330,素什锦,Sautéed Assorted Vegetables
1331,鱼香芥兰,Yu-Shiang Chinese Broccoli (Sautéed with Spicy Garlic Sauce)
1332,雪豆马蹄,Sautéed Snow Peas with Water Chestnuts
1333,四季豆,Sautéed Green Beans
1334,清炒菠菜,Sautéed Spinach
1335,干贝刈菜,Sautéed Seasonal Vegetable with Scallops
1336,清炒荷兰豆,Sautéed Snow Peas
1337,蟹肉丝瓜,Sautéed Crab Meat with Sponge Gourd
1338,豆腐乳炒通菜,Sautéed Water Spinach in Preserved Tofu Sauce
1339,烫青菜,Boiled Green Vegetable
1340,小鱼苋菜,Boiled Amaranth with Silver Fish
1341,北菇扒菜心,Braised Green Vegetable and Mushrooms
1342,扁鱼白菜,Braised Dried Silver Carp with Chinese Cabbage
1343,桂竹笋肉丝,Sautéed Shredded Pork with Bamboo Shoots
1344,青叶豆腐,Steamed Tofu with Green Vegetable
1345,客家小炒,"Sautéed Pork and Squid with Dried Turnip and Garlic, Hakka Style"
1346,韭菜炒豆干,Sautéed Chinese Chives with Dried Tofu
1347,九重茄子,Sautéed Eggplant with Basil
1348,菜心炒肉片,Sautéed Pork Slices with Green Vegetable
1349,扒香菇油菜,Sautéed Rape with Black Mushrooms
1350,龙须扒菜心,Sautéed Green Vegetable with Asparagus
1351,贝松扒菜心,Sautéed Green Vegetable with Minced Scallop
1352,海米白菜心,Sautéed Chinese Cabbage with Dried Shrimps
1353,口蘑菜胆,Sautéed Green Vegetable and Mushrooms
1354,白灼西兰花,Boiled Broccoli
1355,蒜茸芥兰,Sautéed Chinese Broccoli with Minced Garlic
1356,鸭黄焗南瓜,Braised Pumpkin with Salted Duck Yolk
1357,枸杞百合西芹,Sautéed Celery and Lily Bulbs with Chinese Wolfberry
1358,双冬烧茄子,Braised Eggplant with Mushroom and Bamboo Shoots
1359,芫爆素鳝,Sautéed Black Mushrooms with Coriander
1360,干烧四鲜,Braised Duck Webs and Duck Meat with Bamboo Shoots and Green Beans
1361,炝黄瓜,Spicy Cucumbers
1362,香油苦瓜,Marinated Bitter Melon with Sesame Oil
1363,果汁藕片,Marinated Lotus Roots with Orange Juice
1364,蔬菜沙拉,Vegetable Salad
1365,麻酱笋条,Shredded Lettuce with Sesame Paste
1366,四川泡菜,"Pickles, Sichuan Style"
1367,干煸四季豆,Dry-Fried Green Beans with Minced Pork and Preserved Vegetables
1368,清炒芥兰,Sautéed Chinese Broccoli
1369,白灼芥兰,Boiled Chinese Broccoli
1370,烧二冬,Braised Black Mushrooms and Bamboo Shoots
1371,油浸娃娃菜,Braised Baby Cabbage in Soy Sauce
1372,滑子菇扒菜胆,Sautéed Green Vegetable with Mushrooms
1373,蚝油冬菇,Sautéed Black Mushrooms in Oyster Sauce
1374,罗汉腐皮卷,Dried Tofu Rolls Stuffed with Vegetables
1375,素咕噜肉,Sweet and Sour Vegetables
1376,上汤芥菜胆,Chinese Mustard Green in Chicken Soup
1377,蒜蓉豆苗,Sautéed Pea Sprouts with Minced Garlic
1378,干锅笋片,Griddle Cooked Bamboo Shoots
1379,瓦罐山珍,Mushrooms in Clay Pot
1380,酸菜粉丝,Sautéed Pickled Cabbage and Vermicelli
1381,剁椒炒鸡蛋,Scrambled Egg with Chopped Chili Pepper
1382,清炒红菜苔,Sautéed Chinese Kale
1383,剁椒娃娃菜,Sautéed Baby Cabbage with Chopped Chili Pepper
1384,剁椒土豆丝,Sautéed Shredded Potato with Chopped Chili Pepper
1385,干煸扁豆,Dry-Fried Green Beans
1386,清炒丝瓜,Sautéed Sponge Gourd
1387,水煮萝卜丝,Poached Shredded Turnip
1388,烤汁茄子,Roasted Eggplant
1389,蚝油茄子,Sautéed Eggplant with Oyster Sauce
1390,葱烧黑木耳,Sautéed Black Fungus with Scallion
1391,干锅台菇,Griddle Cooked Mushrooms
1392,沙葱炒鸡蛋,Scrambled Eggs with Golden Onion
1393,醋溜豆芽,Sautéed Bean Sprouts with Vinegar Sauce
1394,黄豆芽炒豆腐,Sautéed Tofu with Bean Sprouts
1395,荷塘百花藕,Braised Sliced Lotus Roots
1396,鲜虾西芹,Sautéed Shrimps with Celery
1397,杏仁炒南瓜,Sautéed Pumpkin with Almonds
1398,地三鲜,"Sautéed Potato, Green Pepper and Eggplant"
1399,酱烧茄子,Braised Eggplant with Soy Bean Paste
1400,彩虹蒸豆腐,Steamed Tofu with Vegetables
1401,豉香尖椒炒豆干,Sautéed Dried Tofu with Hot Peppers in Black Bean Sauce
1402,脆皮豆腐,Deep-Fried Tofu
1403,锅塌豆腐,Tofu Omelet
1404,宫保豆腐,Kung Pao Tofu
1405,红烧日本豆腐,Braised Japanese Tofu with Vegetables
1406,家常豆腐,"Sautéed Tofu, Home Style"
1407,金菇豆腐,Braised Tofu with Mushrooms
1408,榄菜肉碎炖豆腐,Stewed Tofu with Preserved Vegetable and Minced Pork
1409,两虾豆腐,Braised Tofu with Shrimps and Shrimp Roe
1410,牛肝菌红烧豆腐,Braised Tofu with Boletus
1411,芹菜炒香干,Sautéed Celery with Dried Tofu Slices
1412,日式蒸豆腐,Steamed Tofu，Japanese Style
1413,泰式豆腐,Braised Tofu in Thai Sauce
1414,铁板葱烧豆腐,Tofu with Scallion Served on a Sizzling Iron Plate
1415,口袋豆腐,Braised Tofu Stuffed with Vegetables
1416,一品豆腐,Steamed Tofu Stuffed with Vegetables
1417,西蜀豆花,Braised Tofu with Peanuts and Pickles
1418,乡村小豆腐,Sautéed Tofu with Vegetables
1419,香芹茶干,Sautéed Dried Tofu with Parsley
1420,雪菜炒豆皮,Sautéed Tofu Skin with Preserved Vegetable
1421,雪菜虾仁豆腐,Sautéed Tofu with Shrimp and Preserved Vegetable
1422,素菜豆腐,Sautéed Tofu with Assorted Vegetables
1423,豆豉豆腐,Sautéed Tofu with Black Bean Sauce
1424,芝麻豆腐,Sesame Tofu
1425,左宗豆腐,General Tsuo’s Tofu
1426,五味豆腐,Five-Flavored Tofu
1427,椒盐豆腐,Fried Tofu with Spiced Salt
1428,辣子豆腐,Sautéed Tofu in Hot Pepper Sauce
1429,咖喱豆腐,Curry Tofu
1430,肉酱豆腐,Braised Tofu with Minced Pork
1431,麻婆豆腐,Mapo Tofu (Sautéed Tofu in Hot and Spicy Sauce)
1432,三鲜豆腐,Sautéed Tofu with Three Delicacies
1433,虾籽炒豆腐,Sautéed Tofu with Shimp Roe
1434,面筋百叶,Fried Wheat Gluten Puff and Tofu Skin
1435,百叶包肉,Tofu Skin Rolls with Minced Pork
1436,砂锅豆腐,Tofu in Casserole
1437,菠菜豆腐,Stewed Tofu with Spinach
1438,鸡血豆腐,Stewed Tofu with Chicken Blood Curd
1439,菜豆花,Braised Tofu with Vegetables
1440,虾圆玉子豆腐,Steamed Tofu and Shrimps
1441,虾仁焖豆腐,Braised Tofu with Shelled Shrimp
1442,冰花炖官燕,Stewed Bird's Nest with Rock Sugar
1443,冰糖银耳燕窝,Braised Bird's Nest with White Fungus and Rock Sugar
1444,高汤炖官燕,Stewed Bird's Nest
1445,红胶官燕,Braised Bird's Nest and Seaweed
1446,红烧鹿茸血燕,Braised Bird's Nest with Deer Antler
1447,红烧蟹黄官燕,Braised Bird's Nest with Crab Roe
1448,红烧血燕,Braised Bird's Nest
1449,冰花炖血燕,Stewed Bird's Nest with Rock Sugar
1450,木瓜炖官燕,Stewed Bird's Nest with Papaya
1451,腿汁红烧官燕,Braised Bird's Nest in Ham Sauce
1452,杏汁炖官燕,Stewed Superior Bird's Nest with Almond Juice
1453,香橙炖官燕,Stewed Bird's Nest in Orange Sauce
1454,雪梨官燕,Stewed Bird's Nest with Snow Pear
1455,椰汁冰花炖官燕,Stewed Superior Bird's Nest with White Fungus and Coconut Milk
1456,鱼籽蟹肉烩燕窝,Braised Bird's Nest with Crab Meat and Fish Roe
1457,福寿炖燕窝,Braised Bird's Nest
1458,一品燕窝,Best Quality Bird's Nest Soup
1459,王府清汤官燕,Bird's Nest Soup
1460,冰花芙蓉官燕,Stewed Bird's Nest with Egg White
1461,八宝海茸羹,Seaweed Soup of Eight Delicacies
1462,煲参翅肚羹,"Abalone, Shark’s Fin and Fish Maw Soup"
1463,鱼翅鲍鱼羹,Abalone and Shark's Fin Soup
1464,凤凰玉米羹,Sweet Corn and Egg Soup
1465,桂花雪鱼羮,Codfish Soup with Osmanthus Sauce
1466,鸡茸粟米羮,Sweet Corn and Minced Chicken Soup
1467,九王瑶柱羹,Scallop Soup
1468,浓汤鱼肚羮,Fish Maw Soup
1469,太极素菜羹,Mixed Vegetable Soup
1470,西湖牛肉豆腐羹,Minced Beef and Tofu Soup
1471,蟹肉粟米羹,Sweet Corn and Crab Meat Soup
1472,雪蛤海皇羹,Hasma and Scallop Soup
1473,鱼肚粟米羹,Fish Maw in Sweet Corn Soup
1474,竹笙海皇羹,Bamboo Fungus and Seafood Soup
1475,酸辣鱿鱼羹,Hot and Sour Squid Soup
1476,台湾肉羹,"Shredded Pork and Squid Soup, Taiwan Style"
1477,干贝芥菜鸡锅,Scallops and Mustard Greens in Chicken Soup
1478,海鲜盅,Seafood Soup
1479,蟹肉烩竹笙,Crab Meat in Bamboo Fungus Soup
1480,浓汁三鲜,Three Delicacies Soup
1481,贝松鱼肚羹,Scallop and Fish Maw Soup
1482,浓汁木瓜鱼肚,Fish Maw and Diced Papaya Soup
1483,灵芝金银鸭血羹,"Duck Blood Curd, Mushroom and Tofu Soup"
1484,莲子鸭羹,Duck and Louts Seed Soup
1485,龙凤羹,Minced Chicken and Fish Soup
1486,蟹肉豆腐羹,Tofu and Crab Meat Soup
1487,粟米鱼羹,Corn and Fish Soup
1488,西兰花虾羹,Shrimp and Broccoli Soup
1489,蟹黄鱼翅羹,Stewed Shark’s Fin with Crab Roe
1490,干贝银丝羹,Scallop and Tofu Noodle Soup
1491,蟹黄珍珠羹,Crab Roe and Crab Meat Ball Soup
1492,苦瓜蛋清羹,Bitter Melon and Egg White Soup
1493,虫草鸭块汤,Duck in Aweto Soup
1494,大葱土豆汤,Potato and Leek Soup
1495,冬瑶花胶炖石蛙,Stewed Frog with Scallop and Fish Maw in Soup
1496,豆苗枸杞竹笋汤,Pea Sprouts and Bamboo Shoot Soup with Chinese Wolfberry
1497,番茄蛋花汤,Tomato and Egg Soup
1498,凤尾虾丝汤,Phoenix Tail Prawns and Seaweed Soup
1499,极品山珍汤,Mushroom Soup
1500,家常蛋汤,"Egg Soup, Home Style"
1501,老火炖汤/每日例汤,Soup of the Day
1502,龙虾浓汤,Lobster Soup
1503,绿色野菌汤,Mushroom Soup
1504,萝卜煲排骨汤,Pork Rib and Turnip Soup
1505,萝卜丝鲫鱼汤,Crucian Carp and Shredded Turnip Soup
1506,美味多菌汤,Chef’s Special Mushroom Soup
1507,浓汤鱼片汤,Fish Fillet Soup
1508,山菌时蔬钵,Mushroom and Vegetable Soup
1509,山珍菌皇汤,Fungus and Mushroom Soup
1510,上海酸辣汤,"Hot and Sour Soup, Shanghai Style"
1511,蔬菜海鲜汤,Seafood and Vegetable Soup
1512,酸辣海参乌鱼蛋汤,Hot and Sour Cuttlefish Roe Soup with Sea Cucumber
1513,酸辣汤,Hot and Sour Soup
1514,酸辣乌鱼蛋汤,Hot and Sour Cuttlefish Roe Soup
1515,乌鱼蛋汤,Cuttlefish Roe Soup
1516,酸菜肚丝汤,Pickled Cabbage and Pork Tripe Soup
1517,鲜菌鱼头汤,Fish Head and Fresh Mushrooms Soup
1518,香茜鱼片汤,Fish Fillet and Coriander Soup
1519,雪菜大汤黄鱼,Stewed Yellow Croaker with Bamboo Shoots and Preserved Vegetable
1520,亚式浓香鸡汤,Creamy Asian Chicken Broth(with Shitake and Enoki Mushrooms and Chinese Wolfberry)
1521,玉米鸡浓汤,Sweet Corn and Chicken Soup
1522,凤脯汤,Minced Chicken Breast Soup
1523,豆腐菜汤,Tofu and Vegetable Soup
1524,素菜汤,Vegetable Soup
1525,本楼汤,House Special Soup
1526,海鲜酸辣汤,Hot and Sour Seafood Soup
1527,油豆腐粉丝汤,Fried Tofu and Vermicelli Soup
1528,榨菜肉丝汤,Shredded Pork with Preserved Vegetable Soup
1529,芋头排骨汤,Spare Ribs with Taro Soup
1530,枸杞炖蛤,Clam Soup Simmered with Chinese Wolfberry
1531,菠萝凉瓜炖鸡汤,Chicken Soup Simmered with Bitter Melon and Pineapple
1532,盐菜肚片汤,Sliced Pork Tripe and Pickled Vegetable Soup
1533,咸冬瓜蛤蛎汤,Clam Soup with White Gourd
1534,海皇一品汤,Braised Assorted Seafood in Casserole
1535,清汤四宝,Four Delicacies Soup
1536,清汤三鲜,Three Delicacies Soup
1537,醋椒三片汤,Three Delicacies Soup with Vinegar and Pepper
1538,龙凤汤,Chicken and Crusian Carp Soup
1539,茄汁鸭块汤,Duck Soup with Tomato Sauce
1540,烩鸭舌乌鱼蛋汤,Duck Tongue and Cuttlefish Roe Soup
1541,鸭茸奶油蘑菇汤,Creamy Duck and Mushroom Soup
1542,白菜豆腐汤,Chinese Cabbage and Tofu Soup
1543,竹荪炖菜汤,Bamboo Fungus and Vegetable Soup
1544,黑豆煲鱼头汤,Fish Head and Black Beans Soup
1545,老酒菌汤,Mushroom and Aged Rice Wine Soup
1546,清汤鸭四宝,Four Delicacies of Duck Soup
1547,玉带芦笋汤,Scallop and Asparagus Soup
1548,竹荪银耳汤,Bamboo Fungus and White Fungus Soup
1549,清汤鸭舌羊肚菌,Duck Tongue and Morel Soup
1550,罗宋汤/苏伯汤,Borscht Soup
1551,鸭架汤,Roast Duck Bone Soup
1552,紫菜蛋花汤,Seaweed and Egg Soup
1553,西红柿鸡蛋汤,Tomato and Egg Soup
1554,豆腐海带汤,Tofu and Kelp Soup
1555,红汤圆子,Pork Meatballs in Tomato Soup
1556,白果煲老鸭,Duck with Gingko in Casserole
1557,鲍鱼海珍煲,Braised Abalone and Seafood in Casserole
1558,鲫鱼黄花煲,Crucian Carp and Day Lily in Casserole
1559,锅仔潮菜银鳕鱼,"Stewed Codfish with Salted Vegetables, Chaozhou Style"
1560,锅仔潮式凉瓜猪肚,"Stewed Pork Tripe with Bitter Melon, Chaozhou Style"
1561,锅仔鸡汤菌,Stewed Mushrooms in Chicken Soup
1562,锅仔药膳乌鸡,Stewed Black-Boned Chicken with Chinese Herbs
1563,锅仔鱼肚浸围虾,Stewed Fish Maw with Shrimps
1564,海鲜日本豆腐煲,Braised Seafood with Japanese Tofu in Casserole
1565,凉瓜排骨煲,Braised Spare Ribs with Bitter Melon in Casserole
1566,南乳粗斋煲,Braised Assorted Vegetables with Fermented Tofu
1567,浓汤沙锅三鲜,"Sea Cucumber, Shrimps and Ham Soup"
1568,南瓜芋头煲,Stewed Taro with Pumpkin in Casserole
1569,沙茶鱼头煲,Braised Fish Head with Satay Sauce in Casserole
1570,砂锅白菜粉丝,Chinese Cabbage and Vermicelli in Casserole
1571,砂锅鱼头豆腐,Stewed Fish Head with Tofu in Casserole
1572,海鲜砂锅,Seafood in Casserole
1573,鱼头砂锅,Stewed Fish Head in Casserole
1574,腌鲜砂锅,Shanghai Specialty in Casserole
1575,砂锅小排翅,Small Shark’s Fin in Casserole
1576,砂锅鱼肚,Stewed Fish Maw in Casserole
1577,砂锅海米豆腐,Stewed Tofu and Dried Shelled Shrimps in Casserole
1578,砂锅萝卜羊排,Stewed Lamb Chops and Turnip in Casserole
1579,砂锅三菇,Stewed Three Kinds of Mushrooms in Casserole
1580,砂锅鸡肉丸子,Stewed Chicken Meat Balls in Casserole
1581,北菇海参煲,Black Mushrooms and Sea Cucumbers in Casserole
1582,鸡粒咸鱼茄子煲,"Diced Chicken, Salted Fish and Eggplant in Casserole"
1583,粉丝虾米杂菜煲,"Vermicelli, Dried Shrimps and Assorted Vegetables in Casserole"
1584,东江豆腐煲,"Tofu in Casserole, Dongjiang Style"
1585,八珍煲,Assorted Meat in Casserole
1586,柱侯牛腩煲,Braised Beef Brisket and Scallops in Casserole
1587,虾米粉丝煲,Dried Shrimps and Vermicelli in Casserole
1588,咸鱼鸡豆腐煲,"Salted Fish, Chicken and Tofu in Casserole"
1589,核桃肉煲牛肉汤,Beef Soup with Walnuts
1590,梅菜扣肉煲,Steamed Pork with Preserved Vegetable in Casserole
1591,米饭,Steamed Rice
1592,八宝饭,Eight Delicacies Rice
1593,鸡汤饭,Rice with Chicken Soup
1594,翡翠培根炒饭,Stir-Fried Rice with Bacon and Assorted Vegetables
1595,海皇炒饭,Stir-Fried Rice with Seafood
1596,海南鸡饭,"Chicken Rice, Hainan Style"
1597,活虾炒饭,Stir-Fried Rice with Fresh Shrimps
1598,黑椒香蒜牛柳粒炒饭,"Stir-Fried Rice with Diced Beef, Pepper and Garlic"
1599,滑蛋虾仁饭,Rice with Fried Shrimp and Scrambled Egg
1600,黑椒猪肉饭,Rice with Pork and Black Pepper
1601,红肠炒饭,Stir-Fried Rice with Egg and Sausage
1602,红烧牛腩饭,Rice with Braised Beef Brisket
1603,红烧牛肉饭,Rice with Stewed Beef
1604,黄金大排饭,Rice with Fried Spare Ribs
1605,火腿炒饭,Stir-Fried Rice with Ham
1606,鸡蛋炒饭,Stir-Fried Rice with Egg
1607,酱油肉丝炒饭,Stir-Fried Rice with Shredded Pork in Soy Sauce
1608,京都排骨饭,Rice with Spare Ribs
1609,腊肉炒饭,Stir-Fried Rice with Preserved Pork
1610,牛肉盖饭,Steamed Rice with Beef
1611,泡菜炒饭,Stir-Fried Rice with Pickled Vegetables
1612,蒲烧鳗鱼饭,Rice with Roasted Eel
1613,茄汁泥肠饭,Rice Served with Fried Sausage and Tomato Sauce
1614,青椒牛肉蛋炒饭,"Stir-Fried Rice with Egg, Beef and Green Pepper"
1615,砂锅富豪焖饭,Steamed Rice with Diced Abalone and Scallops
1616,上海泡饭,"Rice in Shredded Vegetable Soup, Shanghai Style"
1617,生菜牛肉炒饭,Stir-Fried Rice with Beef and Lettuce
1618,生菜丝咸鱼鸡粒炒饭,"Stir-Fried Rice with Diced Chicken, Salted Fish and Shredded Lettuce"
1619,狮子头饭,Rice with Braised Pork Balls
1620,什锦炒饭,Stir-Fried Rice with Meat and Vegetables
1621,什锦冬瓜粒泡饭,Rice with White Gourd and Assorted Meat in Soup
1622,蔬菜炒饭,Stir-Fried Rice with Vegetables
1623,卤肉饭,Rice with Stewed Pork
1624,泰汁银雪鱼饭,Rice with Codfish with Thai Sauce
1625,鲜蘑猪柳配米饭,Steamed Rice with Sliced Pork and Mushrooms
1626,招牌羔蟹肉炒饭,Stir-Fried Rice with Crab Meat
1627,沙茶牛松饭,Stir-Fried Rice with Minced Beef and Satay Sauce
1628,咸鱼茄粒炒饭,Stir-Fried Rice with Salty Fish and Diced Eggplant
1629,蒜香排骨饭,Rice with Spare Ribs with Garlic
1630,干椒牛肉饭,Rice with Beef and Dried Chili
1631,香菇牛肉饭,Rice with Beef and Black Mushrooms
1632,豉椒鲜鱿饭,"Rice with Squid,Peppers and Black Bean Sauce"
1633,咖喱鱼排饭,Rice with Fish Fillet and Curry Sauce
1634,咖喱猪排饭,Rice with Spare Ribs and Curry Sauce
1635,杭椒牛柳饭,Rice with Beef Fillet and Hot Green Pepper
1636,美极酱肉虾饭,Rice with Shrimps in Maggie Sauce
1637,三文鱼饭,Rice with Salmon
1638,可乐鸡饭,Rice with Stewed Chicken in Coke Sauce
1639,香菇排骨饭,Rice with Spare Ribs and Black Mushrooms
1640,鸡腿饭,Rice with Stewed Drumstick
1641,豉汁排骨饭,Rice with Spare Ribs in Black Bean Sauce
1642,台式卤肉饭,"Rice with Stewed Pork, Taiwan Style"
1643,辣子鸡饭,Rice with Chicken and Chili and Pepper
1644,家常鸡杂饭,Rice with Chicken Giblets
1645,咖喱鸡饭,Rice with Curry Chicken
1646,咖喱牛肉饭,Rice with Curry Beef
1647,老干妈排骨饭,Rice with Spare Ribs and Chili Sauce
1648,黑椒牛柳饭,Rice with Beef and Black Pepper
1649,XO酱海鲜蛋炒饭,Stir-Fried Rice with Assorted Seafood in XO Sauce
1650,虾仁炒饭,Stir-Fried Rice with Shrimp
1651,鸡汤面,Noodles in Chicken Soup
1652,海鲜乌冬汤面,Japanese Noodle Soup with Seafood
1653,海鲜虾仁汤面,Seafood Noodle Soup
1654,什锦汤面,Noodle Soup with Meat and Vegetables
1655,红烧牛腩汤面,Noodle Soup with Braised Beef Brisket
1656,红烧排骨汤面,Noodle Soup with Spare Ribs
1657,馄饨汤面,Noodle Soup with Wonton
1658,双丸汤面,Noodle Soup with Fish and Shrimp Balls
1659,虾球清汤面,Noodle Soup with Shrimp Balls
1660,虾仁汤面,Shrimp Noodle Soup
1661,雪菜肉丝汤面,Noodle Soup with Shredded Pork and Preserved Vegetable
1662,鸭丝火腿汤面,Noodle Soup with Shredded Duck and Ham
1663,一品什锦汤面,Noodle Soup with Assorted Vegetables
1664,榨菜肉丝汤面,Noodle Soup with Preserved Vegetable and Shredded Pork
1665,周公三鲜浓汤面,"Noodle Soup with Fish Maw, Abalone and Sea Cucumber"
1666,海鲜汤面,Noodle Soup with Seafood
1667,素菜汤面,Noodle Soup with Vegetable
1668,炒面,Stir-Fried Noodles with Vegetables
1669,鸡丝炒面,Stir-Fried Noodles with Shredded Chicken
1670,梅樱海鲜香炒面,Stir-Fried Noodles with Seafood
1671,三鲜焦炒面,Stir-Fried Noodles with Three Fresh Delicacies
1672,什锦炒面,Stir-Fried Noodles with Meat and Vegetables
1673,鸡丝炒乌冬,Stir-Fried Japanese Noodles with Shredded Chicken
1674,银芽肉丝炒面,Stir-Fried Noodles with Shredded Pork and Bean Sprouts
1675,酱鸡腿拉面,Hand-Pulled Noodles with Marinated Chicken Leg
1676,拉面,Hand-Pulled Noodle Soup
1677,牛肉拉面,Hand-Pulled Noodle Soup with Beef
1678,排骨拉面,Hand-Pulled Noodle Soup with Spare Ribs
1679,雪菜肉松拉面,Hand-Pulled Noodle Soup with Minced Pork and Preserved Vegetable
1680,鲍鱼丝金菇焖伊面,Soft-Fried Noodles with Mushrooms and Shredded Abalone
1681,鲍汁海鲜面,Noodles with Seafood in Abalone Sauce
1682,北京炸酱面,"Noodles with Soy Bean Paste, Beijing Style"
1683,菜肉馄饨面,Noodles Soup with Pork and Vegetable Wonton
1684,葱油拌面,"Noodles in Scallion, Oil and Soy Sauce"
1685,担担面,"Noodles in Chili Sauce, Sichuan Style"
1686,担仔面,"Noodle Soup, Taiwan Style"
1687,高汤鸡丝面,Noodle Soup with Shredded Chicken
1688,高汤榨菜肉丝面,Noodle Soup with Shredded Pork and Preserved Vegetable
1689,各式两面黄,"Pan-Fried Noodles (with Vegetable, Pork, Beef, Shrimp or Chicken)"
1690,海虾云吞面,Noodle Soup with Fresh Shrimp Wonton
1691,海鲜噜面,Seafood Noodle Soup
1692,蚵仔大肠面线,Fried Rice Noodles with Pork Intestine and Oyster
1693,红烧牛腩面,Noodles with Braised Beef Brisket
1694,黄金大排面,Noodles with Fried Spare Ribs
1695,火腿鸡丝乌冬面,Japanese Noodle Soup with Shredded Chicken and Ham
1696,腊肉西芹卤汁面,Noodles with Preserved Pork and Celery
1697,凉面,Cold Noodles with Sesame Sauce
1698,蘑菇面,Noodles with Mushroom Noodles
1699,牛腩面,Soup Noodles with Beef Brisket
1700,排骨面,Soup Noodles with Spare Ribs
1701,茄丁肉酱手擀面,Handmade Noodles with Minced Pork and Diced Eggplant
1702,茄子肉丁打卤面,Noodles with Eggplant and Diced Pork
1703,肉丝乌冬面,Japanese Noodles with Shredded Pork
1704,上海菜煨面,"Noodles with Vegetables, Shanghai Style"
1705,上海辣酱面,"Noodles with Chili Soy Bean Paste, Shanghai Style"
1706,上汤乌冬面,Japanese Noodle Soup
1707,狮子头面,Noodles with Pork Balls
1708,蔬菜面,Noodles with Vegetables
1709,四川凉面,"Cold Noodles, Sichuan Style"
1710,虾排乌冬面,Japanese Noodle Soup with Prawns
1711,鲜肉云吞面,Noodle Soup with Pork Wonton
1712,香菇鸡丝面,Noodle Soup with Shredded Chicken and Black Mushrooms
1713,阳春面,Plain Noodle Soup
1714,芝士南瓜面,Noodles with Cheese and Pumpkin
1715,猪脚面线,Stir-Fried Rice Noodles with Pig Feet
1716,过桥肥牛汤米线,Vermicelli Soup with Beef
1717,干炒牛河,Stir-Fried Rice Noodles with Beef
1718,银芽干炒牛河,Stir-Fried Rice Noodles with Beef and Bean Sprouts
1719,炒河粉,Stir-Fried Rice Noodles
1720,菜脯叉烧肠粉,Steamed Rice Rolls with Pickled Vegetables and BBQ Pork
1721,草菇牛肉肠粉,Steamed Rice Rolls with Straw Mushrooms and Beef
1722,豉油蒸肠粉,Steamed Rice Rolls in Black Bean Sauce
1723,冬菜牛肉肠粉,Steamed Rice Rolls with Beef and Preserved Vegetables
1724,马蹄鲜虾肠粉,Steamed Rice Rolls with Shrimps and Water Chestnuts
1725,清心斋肠粉,Steamed Rice Rolls with Vegetables
1726,蒸肠粉,Steamed Rice Rolls
1727,韭黄虾肠粉,Steamed Rice Rolls Stuffed with Shrimps and Chives
1728,红烧牛腩米粉,Rice Noodles with Braised Beef Brisket
1729,煎什菜粉果,Pan-Fried Vegetable Dumplings
1730,清汤牛肉河粉,Rice Noodle Soup with Beef
1731,酸辣粉,Hot and Sour Rice Noodles
1732,星州炒米粉,"Stir-Fried Rice Noodles, Singapore Style"
1733,鸭丝上汤米粉,Rice Noodle Soup with Shredded Duck
1734,肉酱炒米粉,Stir-Fried Rice Noodles with Minced Pork
1735,金瓜鲔鱼炒米粉,Stir-Fried Rice Noodles with Fish and Pumpkin
1736,菜肉饺子,Jiaozi (Dumplings) Stuffed with Pork and Vegetables
1737,猪肉白菜水饺,Jiaozi Stuffed with Pork and Chinese Cabbage
1738,猪肉大葱水饺,Jiaozi Stuffed with Pork and Scallion
1739,猪肉茴香水饺,Jiaozi Stuffed with Pork and Fennel
1740,鸡蛋韭菜水饺,Jiaozi Stuffed with Chinese Chives and Egg
1741,猪肉芹菜水饺,Jiaozi Stuffed with Pork and Celery
1742,猪肉西葫芦水饺,Jiaozi Stuffed with Pork and Marrow
1743,香菇油菜水饺,Jiaozi Stuffed with Black Mushrooms and Cabbage
1744,香茜带子饺,"Jiaozi Stuffed with Scallop, Prawn and Coriander"
1745,鲅鱼水饺,Jiaozi Stuffed with Mackerel
1746,瑶柱灌汤饺,Jiaozi Stuffed with Juicy Scallop
1747,四喜鸭茸饺,Jiaozi Stuffed with Duck Meat
1748,笋尖鲜虾饺,Steamed Jiaozi with Shrimp and Bamboo Shoots
1749,海天虾饺皇,Steamed Jiaozi Stuffed with Shrimp and Fungus
1750,蒸饺,Steamed Jiaozi
1751,香煎韭菜饺,Pan-Fried Jiaozi Stuffed with Chinese Chives
1752,高汤水饺,Jiaozi in Soup
1753,红油钟水饺,"Jiaozi, Sichuan Style"
1754,海鲜汤饺,Jiaozi Stuffed with Seafood in Soup
1755,酸辣汤水饺,Hot and Sour Jiaozi Soup
1756,叉烧包,Baozi Stuffed with BBQ Pork
1757,叉烧焗餐包,Baked Baozi Stuffed with BBQ Pork
1758,蜜汁叉烧包,Baozi Stuffed with Honey BBQ Pork
1759,蚝油叉烧包,Baozi Stuffed with BBQ Pork in Oyster Sauce
1760,生煎包,Pan-Fried Baozi Stuffed with Pork
1761,靖江鸡包仔,"Baozi Stuffed with Ginger and Chicken, Jingjiang Style"
1762,京菜上素包,Baozi Stuffed with Vegetable
1763,豆沙包,Baozi Stuffed with Red Bean Paste
1764,奶黄包,Baozi Stuffed with Creamy Custard
1765,肉末冬菜包,Baozi Stuffed with Pork and Preserved Vegetable
